published_date,year,language,title,content_status,content_type,primary_category,all_categories,word_count,excerpt,url
2019-10-26,2019,Dutch,(Ελληνικά) Συναντήσεις 2019/20 για τη Λέσχη Ανάγνωσης/Book Club του Ελληνικού Σπιτιού στο Ρότερνταμ,placeholder_only,Cultural program activity,Book Club / Λέσχη Ανάγνωσης,Book Club / Λέσχη Ανάγνωσης,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2019/10/26/%cf%83%cf%85%ce%bd%ce%b1%ce%bd%cf%84%ce%ae%cf%83%ce%b5%ce%b9%cf%82-2019-20-%ce%b3%ce%b9%ce%b1-%cf%84%ce%b7-%ce%bb%ce%ad%cf%83%cf%87%ce%b7-%ce%b1%ce%bd%ce%ac%ce%b3%ce%bd%cf%89%cf%83%ce%b7%cf%82-book-cl/
2019-10-26,2019,Greek,Συναντήσεις 2019/20 για τη Λέσχη Ανάγνωσης/Book Club του Ελληνικού Σπιτιού στο Ρότερνταμ,full_text,Cultural program activity,Book Club / Λέσχη Ανάγνωσης,Book Club / Λέσχη Ανάγνωσης,424,"Χθες το βράδυ, Παρασκευή 25 Οκτωβρίου, λίγο μετά τις 8 το βράδυ, τα πρώτα μέλη της Λέσχης Ανάγνωσης του Ελληνικού Σπιτιού στο Ρότερνταμ μαζεύτηκαν για να ξεκινήσουν τις πρώτες συζητήσεις για την οργάνωση και τη δομή της Λέσχης Ανάγνωσης για τη σεζόν 2019-2020. Όταν ρωτήθηκαν ένα-ένα ...",https://vvgn.eu/el/2019/10/26/%CF%83%CF%85%CE%BD%CE%B1%CE%BD%CF%84%CE%AE%CF%83%CE%B5%CE%B9%CF%82-2019-20-%CE%B3%CE%B9%CE%B1-%CF%84%CE%B7-%CE%BB%CE%AD%CF%83%CF%87%CE%B7-%CE%B1%CE%BD%CE%AC%CE%B3%CE%BD%CF%89%CF%83%CE%B7%CF%82-book-cl/
2019-11-06,2019,Dutch,(Ελληνικά) 8 Νοεμβρίου 2019: Βραδιά Δραστηριοτήτων & Βραδιά Σινεμά,placeholder_only,Cultural program activity,Βραδιές Σινεμά,Βραδιές Σινεμά,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2019/11/06/8-%ce%bd%ce%bf%ce%b5%ce%bc%ce%b2%cf%81%ce%af%ce%bf%cf%85-2019-%ce%b2%cf%81%ce%b1%ce%b4%ce%b9%ce%ac-%ce%b4%cf%81%ce%b1%cf%83%cf%84%ce%b7%cf%81%ce%b9%ce%bf%cf%84%ce%ae%cf%84%cf%89%ce%bd-%ce%b2%cf%81/
2019-11-16,2019,Dutch,Mode & lekkernijen – Winter 2019,full_text,General announcement,Mode & lekkernijen,Mode & lekkernijen; Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας,16,"Wintercollectie van dameskleding onder het genot van Griekse gerechten en gebak. Zondag, 17 November 2019, 12:00",https://vvgn.eu/nl/2019/11/16/%ce%bc%cf%8c%ce%b4%ce%b1-%ce%bb%ce%b9%cf%87%ce%bf%cf%85%ce%b4%ce%b9%ce%ad%cf%82-2/
2019-12-05,2019,Dutch,(Ελληνικά) “Μουσικά παραμύθια” με ήχο και αέρα Χριστουγέννων!,placeholder_only,Community update,Μουσικά παραμύθια για παιδιά,Μουσικά παραμύθια για παιδιά,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2019/12/05/%ce%bc%ce%bf%cf%85%cf%83%ce%b9%ce%ba%ce%ac-%cf%80%ce%b1%cf%81%ce%b1%ce%bc%cf%8d%ce%b8%ce%b9%ce%b1-%ce%bc%ce%b5-%ce%ae%cf%87%ce%bf-%ce%ba%ce%b1%ce%b9-%ce%b1%ce%ad%cf%81%ce%b1-%cf%87%cf%81%ce%b9/
2019-12-10,2019,Dutch,(Ελληνικά) 25 Δεκεμβρίου 2019: Χριστουγεννιάτικο πάρτυ “Φέρε κι εσύ κάτι”,placeholder_only,Festive event,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας; Εορταστικές εκδηλώσεις,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2019/12/10/english-25-%ce%b4%ce%b5%ce%ba%ce%b5%ce%bc%ce%b2%cf%81%ce%af%ce%bf%cf%85-2019-%cf%87%cf%81%ce%b9%cf%83%cf%84%ce%bf%cf%85%ce%b3%ce%b5%ce%bd%ce%bd%ce%b9%ce%ac%cf%84%ce%b9%ce%ba%ce%bf-%cf%80%ce%ac/
2019-12-19,2019,Dutch,(Ελληνικά) 20 Δεκεμβρίου 2019: Βραδιά Δραστηριοτήτων & Μηνιαία Λέσχη Ανάγνωσης,placeholder_only,Cultural program activity,Book Club / Λέσχη Ανάγνωσης,Book Club / Λέσχη Ανάγνωσης,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2019/12/19/20-%ce%b4%ce%b5%ce%ba%ce%b5%ce%bc%ce%b2%cf%81%ce%af%ce%bf%cf%85-2019-%ce%b2%cf%81%ce%b1%ce%b4%ce%b9%ce%ac-%ce%b4%cf%81%ce%b1%cf%83%cf%84%ce%b7%cf%81%ce%b9%ce%bf%cf%84%ce%ae%cf%84%cf%89%ce%bd-%ce%bc/
2019-12-19,2019,Greek,20 Δεκεμβρίου 2019: Βραδιά Δραστηριοτήτων & Μηνιαία Λέσχη Ανάγνωσης,full_text,Cultural program activity,Book Club / Λέσχη Ανάγνωσης,Book Club / Λέσχη Ανάγνωσης,62,"Όπως κάθε Παρασκευή, έτσι κι αυτή την Παρασκευή σας περιμένουμε στις 20:00 με καλωσόρισμα νεοαφιχθέντων & παροχή βασικών πληροφοριών για τη ζωή στην Ολλανδία. Αυτή την Παρασκευή 20 Δεκεμβρίου 2019 στις 21:00 επιστρέφουμε με τη Λέσχη Ανάγνωσης και μιλάμε για το θέμα του μήνα: “Παραμύθια και ...",https://vvgn.eu/el/2019/12/19/20-%CE%B4%CE%B5%CE%BA%CE%B5%CE%BC%CE%B2%CF%81%CE%AF%CE%BF%CF%85-2019-%CE%B2%CF%81%CE%B1%CE%B4%CE%B9%CE%AC-%CE%B4%CF%81%CE%B1%CF%83%CF%84%CE%B7%CF%81%CE%B9%CE%BF%CF%84%CE%AE%CF%84%CF%89%CE%BD-%CE%BC/
2019-12-22,2019,Dutch,(Ελληνικά) Καλές γιορτές!,placeholder_only,Festive event,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας; Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ; Εορταστικές εκδηλώσεις,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2019/12/22/%ce%ba%ce%b1%ce%bb%ce%ad%cf%82-%ce%b3%ce%b9%ce%bf%cf%81%cf%84%ce%ad%cf%82/
2019-12-22,2019,Greek,Καλές γιορτές!,full_text,Festive event,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας; Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ; Εορταστικές εκδηλώσεις,124,"Το Ελληνικό Σπίτι στο Ρότερνταμ ολοκληρώνοντας τις δραστηριότητες του για το 2019, θέλει να πει ένα μεγάλο “ευχαριστώ” σε όλους/ες σας για την πραγματική και όμορφη στήριξη σας! Σας ενημερώνουμε πως θα επανέλθουμε με τις πολιτιστικές κι εκπαιδευτικές δραστηριότητες μας, περίπου στα μέσα Ιανουαρίου (μείνετε συντονισμένοι/ες ...",https://vvgn.eu/el/2019/12/22/%CE%BA%CE%B1%CE%BB%CE%AD%CF%82-%CE%B3%CE%B9%CE%BF%CF%81%CF%84%CE%AD%CF%82/
2019-12-30,2019,Dutch,(Ελληνικά) 7 Ιανουαρίου 2020: Έναρξη νέων τμημάτων εκμάθησης της ολλανδικής γλώσσας,placeholder_only,Course / class,Μαθήματα Ολλανδικών,Μαθήματα Ολλανδικών,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2019/12/30/7-%ce%b9%ce%b1%ce%bd%ce%bf%cf%85%ce%b1%cf%81%ce%af%ce%bf%cf%85-2020-%ce%ad%ce%bd%ce%b1%cf%81%ce%be%ce%b7-%ce%bd%ce%ad%cf%89%ce%bd-%cf%84%ce%bc%ce%b7%ce%bc%ce%ac%cf%84%cf%89%ce%bd-%ce%b5%ce%ba%ce%bc/
2019-12-30,2019,Greek,7 Ιανουαρίου 2020: Έναρξη νέων τμημάτων εκμάθησης της ολλανδικής γλώσσας,full_text,Course / class,Μαθήματα Ολλανδικών,Μαθήματα Ολλανδικών,116,"Αγαπητά μέλη και φίλοι/ες του Ελληνικού Σπιτιού στο Ρότερνταμ, σας ανακοινώνουμε την έναρξη νέων τμημάτων εκμάθησης της ολλανδικής γλώσσας διάρκειας 12 εβδομάδων. Opening Day – Ημέρα Γνωριμίας & Παροχής Πληροφοριών: Τρίτη 7 Ιανουαρίου 2020 στις 19:30 Πρώτο μάθημα: Τρίτη 14 Ιανουαρίου 2020 στις 18:30 Ημερομηνίες μαθημάτων ...",https://vvgn.eu/el/2019/12/30/7-%CE%B9%CE%B1%CE%BD%CE%BF%CF%85%CE%B1%CF%81%CE%AF%CE%BF%CF%85-2020-%CE%AD%CE%BD%CE%B1%CF%81%CE%BE%CE%B7-%CE%BD%CE%AD%CF%89%CE%BD-%CF%84%CE%BC%CE%B7%CE%BC%CE%AC%CF%84%CF%89%CE%BD-%CE%B5%CE%BA%CE%BC/
2020-01-05,2020,Dutch,(Ελληνικά) 10 Ιανουαρίου 2020: Βραδιά Δραστηριοτήτων & Βραδιά Σινεμά,placeholder_only,Cultural program activity,Βραδιές Σινεμά,Βραδιές Σινεμά,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2020/01/05/10-%ce%b9%ce%b1%ce%bd%ce%bf%cf%85%ce%b1%cf%81%ce%af%ce%bf%cf%85-2020-%ce%b2%cf%81%ce%b1%ce%b4%ce%b9%ce%ac-%ce%b4%cf%81%ce%b1%cf%83%cf%84%ce%b7%cf%81%ce%b9%ce%bf%cf%84%ce%ae%cf%84%cf%89%ce%bd-%ce%b2/
2020-01-16,2020,Dutch,(Ελληνικά) 17 Ιανουαρίου 2020: Βραδιά δραστηριοτήτων & βραδιά με επιτραπέζια,placeholder_only,Community update,Βραδιές με Επιτραπέζια,Βραδιές με Επιτραπέζια,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2020/01/16/17-%ce%b9%ce%b1%ce%bd%ce%bf%cf%85%ce%b1%cf%81%ce%af%ce%bf%cf%85-2020-%ce%b2%cf%81%ce%b1%ce%b4%ce%b9%ce%ac-%ce%b4%cf%81%ce%b1%cf%83%cf%84%ce%b7%cf%81%ce%b9%ce%bf%cf%84%ce%ae%cf%84%cf%89%ce%bd-%ce%b2/
2020-01-20,2020,Dutch,(Ελληνικά) Κοπή Βασιλόπιτας 2020,placeholder_only,Festive event,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας; Εορταστικές εκδηλώσεις,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2020/01/20/%ce%ba%ce%bf%cf%80%ce%ae-%ce%b2%ce%b1%cf%83%ce%b9%ce%bb%cf%8c%cf%80%ce%b9%cf%84%ce%b1%cf%82-2020/
2020-01-20,2020,Greek,Κοπή Βασιλόπιτας 2020,full_text,Festive event,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας; Εορταστικές εκδηλώσεις,191,"Χθες, Κυριακή 19 Ιανουαρίου 2020, οι πόρτες του Ελληνικού Σπιτιού άνοιξαν ακόμη μια φορά για να υποδεχθούν μέλη και φίλους για την ετήσια κοπή βασιλόπιτας. Στη φετινή γιορτινή εκδήλωση της Ένωσης Ελλήνων Ολλανδίας, το παρών έδωσε ο νέος Έλληνας Πρέσβης στην Ολλανδία, κ. Νικόλαος Πλεξίδας, ο ...",https://vvgn.eu/el/2020/01/20/%CE%BA%CE%BF%CF%80%CE%AE-%CE%B2%CE%B1%CF%83%CE%B9%CE%BB%CF%8C%CF%80%CE%B9%CF%84%CE%B1%CF%82-2020/
2020-02-03,2020,Dutch,(Ελληνικά) 7 Φεβρουαρίου 2020: Βραδιά Δραστηριοτήτων & Μηνιαία Λέσχη Ανάγνωσης,placeholder_only,Cultural program activity,Book Club / Λέσχη Ανάγνωσης,Book Club / Λέσχη Ανάγνωσης,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2020/02/03/7-%cf%86%ce%b5%ce%b2%cf%81%ce%bf%cf%85%ce%b1%cf%81%ce%af%ce%bf%cf%85-2020-%ce%b2%cf%81%ce%b1%ce%b4%ce%b9%ce%ac-%ce%b4%cf%81%ce%b1%cf%83%cf%84%ce%b7%cf%81%ce%b9%ce%bf%cf%84%ce%ae%cf%84%cf%89%ce%bd/
2020-02-03,2020,Greek,7 Φεβρουαρίου 2020: Βραδιά Δραστηριοτήτων & Μηνιαία Λέσχη Ανάγνωσης,full_text,Cultural program activity,Book Club / Λέσχη Ανάγνωσης,Book Club / Λέσχη Ανάγνωσης,62,"Όπως κάθε Παρασκευή, έτσι κι αυτή την Παρασκευή σας περιμένουμε στις 20:00 με καλωσόρισμα νεοαφιχθέντων & παροχή βασικών πληροφοριών για τη ζωή στην Ολλανδία. Αυτή την Παρασκευή 7 Φεβρουαρίου 2020 στις 21:00 επιστρέφουμε με τη Λέσχη Ανάγνωσης και μιλάμε για το θέμα του μήνα: “Αρχαία Ελληνική ...",https://vvgn.eu/el/2020/02/03/7-%CF%86%CE%B5%CE%B2%CF%81%CE%BF%CF%85%CE%B1%CF%81%CE%AF%CE%BF%CF%85-2020-%CE%B2%CF%81%CE%B1%CE%B4%CE%B9%CE%AC-%CE%B4%CF%81%CE%B1%CF%83%CF%84%CE%B7%CF%81%CE%B9%CE%BF%CF%84%CE%AE%CF%84%CF%89%CE%BD/
2020-02-09,2020,Dutch,(Ελληνικά) 14 Φλεβάρη 2020: Βραδιά Δραστηριοτήτων & Βραδιά Σινεμά,placeholder_only,Cultural program activity,Βραδιές Σινεμά,Βραδιές Σινεμά,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2020/02/09/14-%cf%86%ce%bb%ce%b5%ce%b2%ce%ac%cf%81%ce%b7-2020-%ce%b2%cf%81%ce%b1%ce%b4%ce%b9%ce%ac-%ce%b4%cf%81%ce%b1%cf%83%cf%84%ce%b7%cf%81%ce%b9%ce%bf%cf%84%ce%ae%cf%84%cf%89%ce%bd-%ce%b2%cf%81%ce%b1%ce%b4/
2020-02-18,2020,Dutch,(Ελληνικά) 21 Φεβρουαρίου 2020: Βραδιά δραστηριοτήτων & βραδιά με επιτραπέζια,placeholder_only,Community update,Βραδιές με Επιτραπέζια,Βραδιές με Επιτραπέζια,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2020/02/18/21-%cf%86%ce%b5%ce%b2%cf%81%ce%bf%cf%85%ce%b1%cf%81%ce%af%ce%bf%cf%85-2020-%ce%b2%cf%81%ce%b1%ce%b4%ce%b9%ce%ac-%ce%b4%cf%81%ce%b1%cf%83%cf%84%ce%b7%cf%81%ce%b9%ce%bf%cf%84%ce%ae%cf%84%cf%89%ce%bd/
2020-02-23,2020,Dutch,(Ελληνικά) 1η Συνάντηση Θεατρικής Ομάδας Ελληνικού Σπιτιού στο Ρότερνταμ,placeholder_only,Cultural program activity,Η Θεατρική Ομάδα του Ελληνικού Σπιτιού στο Ρότερνταμ,Η Θεατρική Ομάδα του Ελληνικού Σπιτιού στο Ρότερνταμ,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2020/02/23/1%ce%b7-%cf%83%cf%85%ce%bd%ce%ac%ce%bd%cf%84%ce%b7%cf%83%ce%b7-%ce%b8%ce%b5%ce%b1%cf%84%cf%81%ce%b9%ce%ba%ce%ae%cf%82-%ce%bf%ce%bc%ce%ac%ce%b4%ce%b1%cf%82-%ce%b5%ce%bb%ce%bb%ce%b7%ce%bd%ce%b9%ce%ba/
2020-02-23,2020,Dutch,(Ελληνικά) Θεατρική Παράσταση:”Το Νησί των Συναισθημάτων” του Χορχέ Μπουκάι,placeholder_only,General announcement,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας; Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2020/02/23/%ce%b8%ce%b5%ce%b1%cf%84%cf%81%ce%b9%ce%ba%ce%ae-%cf%80%ce%b1%cf%81%ce%ac%cf%83%cf%84%ce%b1%cf%83%ce%b7%cf%84%ce%bf-%ce%bd%ce%b7%cf%83%ce%af-%cf%84%cf%89%ce%bd-%cf%83%cf%85%ce%bd%ce%b1%ce%b9%cf%83/
2020-02-23,2020,Greek,1η Συνάντηση Θεατρικής Ομάδας Ελληνικού Σπιτιού στο Ρότερνταμ,full_text,Cultural program activity,Η Θεατρική Ομάδα του Ελληνικού Σπιτιού στο Ρότερνταμ,Η Θεατρική Ομάδα του Ελληνικού Σπιτιού στο Ρότερνταμ,71,Το Ελληνικό Σπίτι στο Ρότερνταμ/ Ένωση Ελλήνων Ολλανδίας ανακοινώνει την έναρξη συναντήσεων για τη δημιουργία της πρώτης αμιγώς ελληνόφωνης θεατρικής ομάδας της Ολλανδίας. 1η Συνάντηση Εγγραφής ενδιαφερόμενων & Συζήτησης για την λειτουργία της ομάδας ορίστηκε η Κυριακή 1η Μαρτίου 2020 στις 14:00 στη διεύθυνση Van Vollenhovenstraat ...,https://vvgn.eu/el/2020/02/23/1%CE%B7-%CF%83%CF%85%CE%BD%CE%AC%CE%BD%CF%84%CE%B7%CF%83%CE%B7-%CE%B8%CE%B5%CE%B1%CF%84%CF%81%CE%B9%CE%BA%CE%AE%CF%82-%CE%BF%CE%BC%CE%AC%CE%B4%CE%B1%CF%82-%CE%B5%CE%BB%CE%BB%CE%B7%CE%BD%CE%B9%CE%BA/
2020-02-23,2020,Greek,Θεατρική Παράσταση:”Το Νησί των Συναισθημάτων” του Χορχέ Μπουκάι,full_text,General announcement,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας; Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ,698,"Η Ένωση Ελλήνων Ολλανδίας καλωσορίζει “Το Νησί των Συναισθημάτων” , μια θεατρική παράσταση για παιδιά, με θέμα τη Συναισθηματική Νοημοσύνη! Η Ομάδα Hippo Theatre Group έρχεται στο Ρότερνταμ για μία και μοναδική παράσταση στο χώρο του Ελληνικού Σπιτιού! Σ’ αυτή την παράσταση προσκαλούμε τους μικρούς και ...",https://vvgn.eu/el/2020/02/23/%CE%B8%CE%B5%CE%B1%CF%84%CF%81%CE%B9%CE%BA%CE%AE-%CF%80%CE%B1%CF%81%CE%AC%CF%83%CF%84%CE%B1%CF%83%CE%B7%CF%84%CE%BF-%CE%BD%CE%B7%CF%83%CE%AF-%CF%84%CF%89%CE%BD-%CF%83%CF%85%CE%BD%CE%B1%CE%B9%CF%83/
2020-03-02,2020,Dutch,(Ελληνικά) 6 Μάρτη 2020: Βραδιά Δραστηριοτήτων & Βραδιά Σινεμά,placeholder_only,Cultural program activity,Βραδιές Σινεμά,Βραδιές Σινεμά,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2020/03/02/6-%ce%bc%ce%ac%cf%81%cf%84%ce%b7-2020-%ce%b2%cf%81%ce%b1%ce%b4%ce%b9%ce%ac-%ce%b4%cf%81%ce%b1%cf%83%cf%84%ce%b7%cf%81%ce%b9%ce%bf%cf%84%ce%ae%cf%84%cf%89%ce%bd-%ce%b2%cf%81%ce%b1%ce%b4%ce%b9%ce%ac/
2020-03-12,2020,Dutch,(Ελληνικά) Προσωρινή αναστολή πολιτιστικών δραστηριοτήτων λόγω coronavirus,placeholder_only,Community update,Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ,Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2020/03/12/english-%cf%80%cf%81%ce%bf%cf%83%cf%89%cf%81%ce%b9%ce%bd%ce%ae-%ce%b1%ce%bd%ce%b1%cf%83%cf%84%ce%bf%ce%bb%ce%ae-%cf%80%ce%bf%ce%bb%ce%b9%cf%84%ce%b9%cf%83%cf%84%ce%b9%ce%ba%cf%8e%ce%bd-%ce%b4%cf%81/
2020-03-13,2020,Dutch,(Ελληνικά) Σημαντική Ανακοίνωση: ΑΝΑΒΟΛΗ της Θεατρικής Παράστασης “Το Νησί των Συναισθημάτων,placeholder_only,General announcement,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας; Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2020/03/13/english-%cf%83%ce%b7%ce%bc%ce%b1%ce%bd%cf%84%ce%b9%ce%ba%ce%ae-%ce%b1%ce%bd%ce%b1%ce%ba%ce%bf%ce%af%ce%bd%cf%89%cf%83%ce%b7-%ce%b1%ce%bd%ce%b1%ce%b2%ce%bf%ce%bb%ce%b7-%cf%84%ce%b7%cf%82-%ce%b8/
2020-03-13,2020,Greek,Σημαντική Ανακοίνωση: ΑΝΑΒΟΛΗ της Θεατρικής Παράστασης “Το Νησί των Συναισθημάτων,full_text,General announcement,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας; Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ,160,"Αγαπητά μέλη και φίλοι/ες του Συλλόγου μας, σας ενημερώνουμε πως μετά από επικοινωνία μας με την ομάδα Hippo Theatre Group, αποφασίστηκε η προσωρινή αναβολή της παράστασης “Το Νησί των Συναισθημάτων” η οποία είχε αρχικά οριστεί για την Κυριακή 5 Απριλίου 2020. Η αναβολή της παράστασης πραγματοποιείται ...",https://vvgn.eu/el/2020/03/13/english-%CF%83%CE%B7%CE%BC%CE%B1%CE%BD%CF%84%CE%B9%CE%BA%CE%AE-%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%AF%CE%BD%CF%89%CF%83%CE%B7-%CE%B1%CE%BD%CE%B1%CE%B2%CE%BF%CE%BB%CE%B7-%CF%84%CE%B7%CF%82-%CE%B8/
2020-03-22,2020,Dutch,(Ελληνικά) Support Group στην Εποχή του Κορωνοϊού,placeholder_only,Community update,Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ,Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2020/03/22/support-group-at-corona-times/
2020-04-18,2020,Dutch,(Ελληνικά) Λίγες σκέψεις μας για εσάς & Ευχές για Καλό Πάσχα,placeholder_only,General announcement,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2020/04/18/english-%ce%bb%ce%af%ce%b3%ce%b5%cf%82-%cf%83%ce%ba%ce%ad%cf%88%ce%b5%ce%b9%cf%82-%ce%bc%ce%b1%cf%82-%ce%b3%ce%b9%ce%b1-%ce%b5%cf%83%ce%ac%cf%82-%ce%b5%cf%85%cf%87%ce%ad%cf%82-%ce%b3%ce%b9%ce%b1/
2020-04-18,2020,Greek,Λίγες σκέψεις μας για εσάς & Ευχές για Καλό Πάσχα,full_text,General announcement,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας,244,"Αγαπητά μέλη και φίλοι/ες της Ένωσης Ελλήνων Ολλανδίας, Αναρτούμε αυτό το post για να μοιραστούμε μερικές σκέψεις μας μαζί σας και παράλληλα για να σας ευχηθούμε εν όψει της ημέρας του Πάσχα. Αναμφισβήτητα, από τα μέσα Μαρτίου, όλοι και όλες μας ζούμε μια περίοδο γεμάτη προκλήσεις ...",https://vvgn.eu/el/2020/04/18/english-%CE%BB%CE%AF%CE%B3%CE%B5%CF%82-%CF%83%CE%BA%CE%AD%CF%88%CE%B5%CE%B9%CF%82-%CE%BC%CE%B1%CF%82-%CE%B3%CE%B9%CE%B1-%CE%B5%CF%83%CE%AC%CF%82-%CE%B5%CF%85%CF%87%CE%AD%CF%82-%CE%B3%CE%B9%CE%B1/
2020-04-23,2020,Dutch,(Ελληνικά) Διαδικτυακές Παρασκευές με το Ελληνικό Σπίτι στο Ρότερνταμ,placeholder_only,Cultural program activity,Βραδιές Σινεμά,Βραδιές Σινεμά; Διαδικτυακές πολιτιστικές συναντήσεις; Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2020/04/23/%ce%b4%ce%b9%ce%b1%ce%b4%ce%b9%ce%ba%cf%84%cf%85%ce%b1%ce%ba%ce%ad%cf%82-%cf%80%ce%b1%cf%81%ce%b1%cf%83%ce%ba%ce%b5%cf%85%ce%ad%cf%82-%ce%bc%ce%b5-%cf%84%ce%bf-%ce%b5%ce%bb%ce%bb%ce%b7%ce%bd%ce%b9/
2020-04-30,2020,Dutch,(Ελληνικά) 1η Μαΐου 2020: Διαδικτυακή Παρασκευή με το Ελληνικό Σπίτι στο Ρότερνταμ,placeholder_only,Community update,Διαδικτυακές πολιτιστικές συναντήσεις,Διαδικτυακές πολιτιστικές συναντήσεις,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2020/04/30/english-1%ce%b7-%ce%bc%ce%b1%ce%90%ce%bf%cf%85-2020-%ce%b4%ce%b9%ce%b1%ce%b4%ce%b9%ce%ba%cf%84%cf%85%ce%b1%ce%ba%ce%ae-%cf%80%ce%b1%cf%81%ce%b1%cf%83%ce%ba%ce%b5%cf%85%ce%ae-%ce%bc%ce%b5-%cf%84/
2020-05-07,2020,Dutch,(Ελληνικά) 8 Μαΐου 2020: Διαδικτυακή Παρασκευή με το Ελληνικό Σπίτι στο Ρότερνταμ,placeholder_only,Community update,Διαδικτυακές πολιτιστικές συναντήσεις,Διαδικτυακές πολιτιστικές συναντήσεις,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2020/05/07/8-%ce%bc%ce%b1%ce%90%ce%bf%cf%85-2020-%ce%b4%ce%b9%ce%b1%ce%b4%ce%b9%ce%ba%cf%84%cf%85%ce%b1%ce%ba%ce%ae-%cf%80%ce%b1%cf%81%ce%b1%cf%83%ce%ba%ce%b5%cf%85%ce%ae-%ce%bc%ce%b5-%cf%84%ce%bf-%ce%b5%ce%bb/
